stock_id,date,dividend_yield,pe_ratio,pb_ratio
2317,2024-05-02,3.51,15.02,1.43
2317,2024-05-03,3.46,15.22,1.45
2317,2024-05-06,3.22,16.34,1.55
2317,2024-05-07,3.19,16.54,1.57
2317,2024-05-08,3.19,16.54,1.57
2317,2024-05-09,3.17,16.63,1.58
2317,2024-05-10,3.19,16.54,1.57
2317,2024-05-13,3.19,16.54,1.57
2317,2024-05-14,3.14,16.78,1.6
2317,2024-05-15,3.17,15.63,1.59
2317,2024-05-16,3.15,15.72,1.6
2317,2024-05-17,3.18,15.58,1.58
2317,2024-05-20,3.22,15.35,1.56
2317,2024-05-21,3.25,15.22,1.54
2317,2024-05-22,3.2,15.49,1.57
2317,2024-05-23,3.12,15.86,1.61
2317,2024-05-24,3.07,16.13,1.64
2317,2024-05-27,2.92,16.96,1.72
2317,2024-05-28,2.91,17.0,1.73
2317,2024-05-29,2.99,16.54,1.68
2317,2024-05-30,3.06,16.18,1.64
2317,2024-05-31,3.14,15.77,1.6
