stock_id,date,dividend_yield,pe_ratio,pb_ratio
2303,2019-01-02,6.4,12.91,0.64
2303,2019-01-03,6.51,12.67,0.63
2303,2019-01-04,6.64,12.44,0.62
2303,2019-01-07,6.45,12.79,0.63
2303,2019-01-08,6.48,12.73,0.63
2303,2019-01-09,6.4,12.91,0.64
2303,2019-01-10,6.37,12.97,0.64
2303,2019-01-11,6.34,13.02,0.64
2303,2019-01-14,6.4,12.91,0.64
2303,2019-01-15,6.31,13.08,0.65
2303,2019-01-16,6.28,13.14,0.65
2303,2019-01-17,6.31,13.08,0.65
2303,2019-01-18,6.23,13.26,0.66
2303,2019-01-21,6.07,13.6,0.67
2303,2019-01-22,6.07,13.6,0.67
2303,2019-01-23,6.15,13.43,0.66
2303,2019-01-24,6.07,13.6,0.67
2303,2019-01-25,5.94,13.9,0.69
2303,2019-01-28,5.99,13.78,0.68
2303,2019-01-29,5.92,13.95,0.69
2303,2019-01-30,6.26,13.2,0.65
