stock_id,date,dividend_yield,pe_ratio,pb_ratio
2303,2025-02-03,7.41,9.78,1.38
2303,2025-02-04,7.48,9.69,1.36
2303,2025-02-05,7.48,9.69,1.36
2303,2025-02-06,7.48,9.69,1.36
2303,2025-02-07,7.47,9.7,1.37
2303,2025-02-10,7.46,9.71,1.37
2303,2025-02-11,7.43,9.76,1.37
2303,2025-02-12,7.48,9.69,1.36
2303,2025-02-13,7.25,10.0,1.41
2303,2025-02-14,7.25,10.0,1.41
2303,2025-02-17,7.14,10.14,1.43
2303,2025-02-18,7.15,10.13,1.43
2303,2025-02-19,7.05,10.28,1.45
2303,2025-02-20,6.98,10.39,1.46
2303,2025-02-21,6.88,10.53,1.48
2303,2025-02-24,6.89,10.52,1.48
2303,2025-02-25,6.93,10.46,1.47
2303,2025-02-26,6.88,11.6,1.45
2303,2025-02-27,6.52,11.62,1.45
