stock_id,date,dividend_yield,pe_ratio,pb_ratio
2303,2026-06-01,1.78,36.68,4.52
2303,2026-06-02,1.84,35.55,4.38
2303,2026-06-03,1.99,32.79,4.04
2303,2026-06-04,2.08,31.41,3.87
2303,2026-06-05,1.98,33.04,4.07
2303,2026-06-08,2.15,30.4,3.74
2303,2026-06-09,2.04,32.04,3.94
2303,2026-06-10,2.19,29.77,3.67
2303,2026-06-11,2.08,31.41,3.87
2303,2026-06-12,1.95,33.54,4.13
2303,2026-06-15,1.84,35.55,4.38
2303,2026-06-16,1.84,35.43,4.36
2303,2026-06-17,1.86,35.18,4.33
2303,2026-06-18,1.79,36.56,4.5
2303,2026-06-22,1.63,40.2,4.95
2303,2026-06-23,1.53,42.71,5.26
2303,2026-06-24,1.46,44.72,5.51
2303,2026-06-25,1.46,44.85,5.52
2303,2026-06-26,1.59,41.21,5.07
2303,2026-06-29,1.59,41.21,5.07
2303,2026-06-30,1.59,41.33,5.09
