stock_id,date,dividend_yield,pe_ratio,pb_ratio
2303,2020-03-02,3.87,18.37,0.86
2303,2020-03-03,3.81,18.67,0.88
2303,2020-03-04,3.73,19.04,0.89
2303,2020-03-05,3.76,18.92,0.89
2303,2020-03-06,3.82,18.61,0.87
2303,2020-03-09,3.92,18.13,0.85
2303,2020-03-10,3.95,18.01,0.85
2303,2020-03-11,3.99,17.83,0.84
2303,2020-03-12,4.11,17.29,0.81
2303,2020-03-13,4.2,16.93,0.8
2303,2020-03-16,4.24,16.75,0.79
2303,2020-03-17,4.29,16.57,0.78
2303,2020-03-18,4.28,16.63,0.78
2303,2020-03-19,4.31,16.51,0.78
2303,2020-03-20,4.26,16.69,0.78
2303,2020-03-23,4.29,16.57,0.78
2303,2020-03-24,4.26,16.69,0.78
2303,2020-03-25,5.32,16.99,0.8
2303,2020-03-26,5.32,16.99,0.8
2303,2020-03-27,5.36,16.87,0.79
2303,2020-03-30,5.38,16.81,0.79
2303,2020-03-31,5.49,16.45,0.77
