stock_id,date,dividend_yield,pe_ratio,pb_ratio
2303,2024-03-01,6.21,9.92,1.68
2303,2024-03-04,6.14,10.03,1.7
2303,2024-03-05,6.15,10.01,1.7
2303,2024-03-06,6.1,10.1,1.72
2303,2024-03-07,5.98,10.31,1.75
2303,2024-03-08,5.78,10.66,1.81
2303,2024-03-11,5.81,10.6,1.8
2303,2024-03-12,5.71,10.78,1.83
2303,2024-03-13,5.66,10.88,1.85
2303,2024-03-14,5.7,10.8,1.83
2303,2024-03-15,5.78,10.66,1.81
2303,2024-03-18,5.79,10.64,1.81
2303,2024-03-19,5.66,10.88,1.85
2303,2024-03-20,5.67,10.86,1.85
2303,2024-03-21,5.63,10.94,1.86
2303,2024-03-22,5.73,10.76,1.83
2303,2024-03-25,5.79,10.64,1.81
2303,2024-03-26,5.8,10.62,1.8
2303,2024-03-27,5.83,10.57,1.8
2303,2024-03-28,5.77,10.68,1.81
2303,2024-03-29,5.75,10.72,1.82
