stock_id,date,dividend_yield,pe_ratio,pb_ratio
2303,2024-08-01,5.57,12.65,1.9
2303,2024-08-02,5.67,12.42,1.86
2303,2024-08-05,6.01,11.73,1.76
2303,2024-08-06,5.8,12.14,1.82
2303,2024-08-07,5.66,12.44,1.87
2303,2024-08-08,5.68,12.39,1.86
2303,2024-08-09,5.57,12.65,1.9
2303,2024-08-12,5.48,12.84,1.93
2303,2024-08-13,5.47,12.86,1.93
2303,2024-08-14,5.39,13.08,1.96
2303,2024-08-15,5.48,12.84,1.93
2303,2024-08-16,5.38,13.1,1.96
2303,2024-08-19,5.36,13.15,1.97
2303,2024-08-20,5.36,13.15,1.97
2303,2024-08-21,5.36,13.15,1.97
2303,2024-08-22,5.37,13.12,1.97
2303,2024-08-23,5.4,13.05,1.96
2303,2024-08-26,5.44,12.93,1.94
2303,2024-08-27,5.56,12.68,1.9
2303,2024-08-28,5.43,12.96,1.94
2303,2024-08-29,5.49,12.82,1.92
2303,2024-08-30,5.41,13.03,1.95
