stock_id,date,dividend_yield,pe_ratio,pb_ratio
2303,2019-09-02,4.42,53.4,0.78
2303,2019-09-03,4.47,52.8,0.77
2303,2019-09-04,4.34,54.4,0.79
2303,2019-09-05,4.34,54.4,0.79
2303,2019-09-06,4.35,54.2,0.79
2303,2019-09-09,4.34,54.4,0.79
2303,2019-09-10,4.34,54.4,0.79
2303,2019-09-11,4.31,54.8,0.8
2303,2019-09-12,4.31,54.8,0.8
2303,2019-09-16,4.34,54.4,0.79
2303,2019-09-17,4.35,54.2,0.79
2303,2019-09-18,4.35,54.2,0.79
2303,2019-09-19,4.34,54.4,0.79
2303,2019-09-20,4.28,55.2,0.8
2303,2019-09-23,4.31,54.8,0.8
2303,2019-09-24,4.32,54.6,0.79
2303,2019-09-25,4.34,54.4,0.79
2303,2019-09-26,4.34,54.4,0.79
2303,2019-09-27,4.4,53.6,0.78
