stock_id,date,dividend_yield,pe_ratio,pb_ratio
2303,2025-11-03,5.99,14.88,1.66
2303,2025-11-04,6.01,14.81,1.65
2303,2025-11-05,6.05,14.72,1.64
2303,2025-11-06,6.22,14.31,1.59
2303,2025-11-07,6.33,14.06,1.56
2303,2025-11-10,6.31,14.13,1.57
2303,2025-11-11,6.3,14.14,1.57
2303,2025-11-12,6.33,14.06,1.56
2303,2025-11-13,6.41,13.89,1.55
2303,2025-11-14,6.46,13.8,1.54
2303,2025-11-17,6.5,13.7,1.52
2303,2025-11-18,6.45,13.81,1.54
2303,2025-11-19,6.43,13.86,1.54
2303,2025-11-20,6.38,13.95,1.55
2303,2025-11-21,6.33,14.06,1.56
2303,2025-11-24,6.12,14.55,1.62
2303,2025-11-25,6.32,14.09,1.57
2303,2025-11-26,6.27,14.2,1.58
2303,2025-11-27,6.2,14.36,1.6
2303,2025-11-28,6.22,14.31,1.59
