stock_id,date,dividend_yield,pe_ratio,pb_ratio
2303,2023-06-01,7.09,7.6,1.79
2303,2023-06-02,7.0,7.69,1.81
2303,2023-06-05,7.07,7.62,1.79
2303,2023-06-06,7.13,7.56,1.78
2303,2023-06-07,7.02,7.68,1.81
2303,2023-06-08,6.99,7.71,1.81
2303,2023-06-09,6.88,7.83,1.84
2303,2023-06-12,6.84,7.87,1.85
2303,2023-06-13,6.77,7.96,1.87
2303,2023-06-14,6.73,8.01,1.88
2303,2023-06-15,6.61,8.16,1.92
2303,2023-06-16,6.61,8.16,1.92
2303,2023-06-19,6.69,8.05,1.89
2303,2023-06-20,6.7,8.04,1.89
2303,2023-06-21,6.68,8.07,1.9
2303,2023-06-26,6.75,7.98,1.88
2303,2023-06-27,7.34,7.34,1.73
2303,2023-06-28,7.33,7.35,1.73
2303,2023-06-29,7.42,7.26,1.71
2303,2023-06-30,7.42,7.26,1.71
