stock_id,date,dividend_yield,pe_ratio,pb_ratio
2303,2021-03-02,1.52,22.43,2.77
2303,2021-03-03,1.54,22.09,2.73
2303,2021-03-04,1.63,20.87,2.58
2303,2021-03-05,1.7,20.02,2.48
2303,2021-03-08,1.74,19.62,2.43
2303,2021-03-09,1.73,19.72,2.44
2303,2021-03-10,1.72,19.81,2.45
2303,2021-03-11,1.64,20.7,2.56
2303,2021-03-12,1.63,20.89,2.58
2303,2021-03-15,1.66,20.49,2.53
2303,2021-03-16,1.66,20.55,2.54
2303,2021-03-17,1.67,20.43,2.53
2303,2021-03-18,1.7,20.02,2.48
2303,2021-03-19,1.74,19.6,2.42
2303,2021-03-22,1.66,20.51,2.54
2303,2021-03-23,1.65,20.64,2.55
2303,2021-03-24,1.7,20.06,2.48
2303,2021-03-25,3.29,20.7,2.56
2303,2021-03-26,3.22,21.17,2.62
2303,2021-03-29,3.24,21.0,2.6
2303,2021-03-30,3.16,21.53,2.66
2303,2021-03-31,3.19,21.36,2.64
