stock_id,date,dividend_yield,pe_ratio,pb_ratio
2383,2017-12-01,4.31,11.55,3.09
2383,2017-12-04,4.23,11.76,3.14
2383,2017-12-05,4.33,11.49,3.07
2383,2017-12-06,4.81,10.35,2.77
2383,2017-12-07,4.78,10.41,2.78
2383,2017-12-08,4.89,10.19,2.72
2383,2017-12-11,5.0,9.96,2.66
2383,2017-12-12,5.14,9.69,2.59
2383,2017-12-13,5.07,9.82,2.63
2383,2017-12-14,5.0,9.96,2.66
2383,2017-12-15,4.98,9.99,2.67
2383,2017-12-18,4.97,10.01,2.68
2383,2017-12-19,4.97,10.01,2.68
2383,2017-12-20,4.54,10.96,2.93
2383,2017-12-21,4.68,10.65,2.85
2383,2017-12-22,4.79,10.39,2.78
2383,2017-12-25,4.87,10.23,2.74
2383,2017-12-26,5.09,9.79,2.62
2383,2017-12-27,4.95,10.05,2.69
2383,2017-12-28,4.85,10.28,2.75
2383,2017-12-29,4.63,10.75,2.87
