stock_id,date,dividend_yield,pe_ratio,pb_ratio
2383,2017-08-01,3.13,15.59,4.63
2383,2017-08-02,3.09,15.8,4.69
2383,2017-08-03,3.06,15.96,4.74
2383,2017-08-04,3.07,15.9,4.72
2383,2017-08-07,3.04,16.06,4.77
2383,2017-08-08,3.09,15.8,4.69
2383,2017-08-09,3.28,14.92,4.43
2383,2017-08-10,3.53,13.83,4.1
2383,2017-08-11,3.39,14.4,4.27
2383,2017-08-14,3.36,14.55,4.32
2383,2017-08-15,3.36,14.55,4.32
2383,2017-08-16,3.37,14.5,4.3
2383,2017-08-17,3.16,15.44,4.58
2383,2017-08-18,3.07,15.9,4.72
2383,2017-08-21,2.86,17.1,5.08
2383,2017-08-22,2.97,16.48,4.89
2383,2017-08-23,2.96,16.53,4.91
2383,2017-08-24,2.94,16.63,4.94
2383,2017-08-25,3.0,16.27,4.83
2383,2017-08-28,3.02,16.16,4.8
2383,2017-08-29,3.04,16.06,4.77
2383,2017-08-30,3.07,15.9,4.72
2383,2017-08-31,3.09,15.8,4.69
