stock_id,date,dividend_yield,pe_ratio,pb_ratio
2383,2019-12-02,3.17,15.15,3.07
2383,2019-12-03,3.1,15.47,3.13
2383,2019-12-04,3.11,15.4,3.12
2383,2019-12-05,3.09,15.53,3.14
2383,2019-12-06,3.09,15.53,3.14
2383,2019-12-09,3.09,15.53,3.14
2383,2019-12-10,3.13,15.34,3.11
2383,2019-12-11,3.11,15.4,3.12
2383,2019-12-12,3.14,15.28,3.09
2383,2019-12-13,3.08,15.59,3.16
2383,2019-12-16,3.04,15.78,3.2
2383,2019-12-17,3.05,15.72,3.18
2383,2019-12-18,3.06,15.66,3.17
2383,2019-12-19,3.05,15.72,3.18
2383,2019-12-20,3.04,15.78,3.2
2383,2019-12-23,3.04,15.78,3.2
2383,2019-12-24,3.04,15.78,3.2
2383,2019-12-25,2.89,16.6,3.36
2383,2019-12-26,2.8,17.11,3.46
2383,2019-12-27,2.81,17.05,3.45
2383,2019-12-30,2.78,17.23,3.49
2383,2019-12-31,2.77,17.3,3.5
