stock_id,date,dividend_yield,pe_ratio,pb_ratio
2383,2021-10-01,3.33,16.22,4.26
2383,2021-10-04,3.34,16.18,4.25
2383,2021-10-05,3.21,16.83,4.42
2383,2021-10-06,3.45,15.68,4.12
2383,2021-10-07,3.31,16.33,4.29
2383,2021-10-08,3.26,16.56,4.35
2383,2021-10-12,3.38,15.98,4.2
2383,2021-10-13,3.5,15.44,4.06
2383,2021-10-14,3.39,15.95,4.19
2383,2021-10-15,3.31,16.33,4.29
2383,2021-10-18,3.38,15.98,4.2
2383,2021-10-19,3.26,16.6,4.36
2383,2021-10-20,3.23,16.76,4.4
2383,2021-10-21,3.29,16.41,4.31
2383,2021-10-22,3.22,16.8,4.41
2383,2021-10-25,3.21,16.83,4.42
2383,2021-10-26,3.21,16.83,4.42
2383,2021-10-27,3.08,15.22,4.17
2383,2021-10-28,2.91,16.09,4.41
2383,2021-10-29,2.91,16.09,4.41
