stock_id,date,dividend_yield,pe_ratio,pb_ratio
2383,2026-03-02,0.7,62.75,19.17
2383,2026-03-03,0.71,61.17,18.68
2383,2026-03-04,0.76,57.74,17.64
2383,2026-03-05,0.7,62.35,19.04
2383,2026-03-06,0.7,62.22,19.0
2383,2026-03-09,0.76,57.34,17.51
2383,2026-03-10,0.7,62.62,19.13
2383,2026-03-11,0.68,59.93,17.4
2383,2026-03-12,0.64,63.6,18.46
2383,2026-03-13,0.92,66.17,19.21
2383,2026-03-16,0.97,63.23,18.36
2383,2026-03-17,0.93,66.05,19.17
2383,2026-03-18,0.93,66.05,19.17
2383,2026-03-19,0.87,70.69,20.52
2383,2026-03-20,0.89,68.74,19.96
2383,2026-03-23,0.89,68.37,19.85
2383,2026-03-24,0.93,65.68,19.07
2383,2026-03-25,0.88,69.59,20.2
2383,2026-03-26,0.85,72.04,20.91
2383,2026-03-27,0.86,71.18,20.67
2383,2026-03-30,0.9,68.13,19.78
2383,2026-03-31,0.96,63.6,18.46
