stock_id,date,dividend_yield,pe_ratio,pb_ratio
2383,2017-02-02,3.58,14.87,3.88
2383,2017-02-03,3.61,14.75,3.85
2383,2017-02-06,3.7,14.37,3.75
2383,2017-02-07,3.62,14.68,3.83
2383,2017-02-08,3.75,14.19,3.7
2383,2017-02-09,3.78,14.06,3.67
2383,2017-02-10,3.71,14.31,3.74
2383,2017-02-13,3.73,14.25,3.72
2383,2017-02-14,3.8,14.0,3.66
2383,2017-02-15,3.78,14.06,3.67
2383,2017-02-16,3.78,14.06,3.67
2383,2017-02-17,3.81,13.94,3.64
2383,2017-02-18,3.71,14.31,3.74
2383,2017-02-20,3.88,13.69,3.57
2383,2017-02-21,3.92,13.57,3.54
2383,2017-02-22,3.83,13.88,3.62
2383,2017-02-23,3.81,13.94,3.64
2383,2017-02-24,3.81,13.94,3.64
