stock_id,date,dividend_yield,pe_ratio,pb_ratio
2383,2020-10-05,3.87,13.13,3.61
2383,2020-10-06,3.76,13.48,3.7
2383,2020-10-07,3.75,13.52,3.71
2383,2020-10-08,3.78,13.44,3.69
2383,2020-10-12,3.85,13.17,3.62
2383,2020-10-13,3.89,13.04,3.58
2383,2020-10-14,3.89,13.04,3.58
2383,2020-10-15,3.84,13.22,3.63
2383,2020-10-16,3.84,13.22,3.63
2383,2020-10-19,3.69,13.74,3.77
2383,2020-10-20,3.68,13.79,3.79
2383,2020-10-21,3.69,13.74,3.77
2383,2020-10-22,3.73,13.61,3.74
2383,2020-10-23,3.73,13.61,3.74
2383,2020-10-26,3.74,13.57,3.73
2383,2020-10-27,3.75,13.52,3.71
2383,2020-10-28,3.83,13.26,3.64
2383,2020-10-29,3.81,13.3,3.65
2383,2020-10-30,3.84,12.98,3.22
