stock_id,date,dividend_yield,pe_ratio,pb_ratio
2383,2026-05-04,0.53,103.15,35.54
2383,2026-05-05,0.53,102.6,35.35
2383,2026-05-06,0.51,107.38,37.0
2383,2026-05-07,0.5,107.59,37.07
2383,2026-05-08,0.53,103.04,35.5
2383,2026-05-11,0.52,105.21,36.25
2383,2026-05-12,0.51,106.29,36.62
2383,2026-05-13,0.51,106.94,36.85
2383,2026-05-14,0.51,106.72,36.77
2383,2026-05-15,0.54,100.11,34.49
2383,2026-05-18,0.55,98.59,33.97
2383,2026-05-19,0.55,98.37,33.89
2383,2026-05-20,0.57,95.34,32.85
2383,2026-05-21,0.53,101.74,35.05
2383,2026-05-22,0.5,108.57,37.41
2383,2026-05-25,0.45,119.41,41.14
2383,2026-05-26,0.47,114.75,39.54
2383,2026-05-27,0.47,115.08,39.65
2383,2026-05-28,0.49,109.65,37.78
2383,2026-05-29,0.49,111.06,38.27
