stock_id,date,dividend_yield,pe_ratio,pb_ratio
2383,2022-06-01,4.35,13.08,3.54
2383,2022-06-02,4.44,12.8,3.46
2383,2022-06-06,4.35,13.08,3.54
2383,2022-06-07,4.3,13.23,3.58
2383,2022-06-08,4.18,13.62,3.69
2383,2022-06-09,4.16,13.68,3.7
2383,2022-06-10,4.18,13.59,3.68
2383,2022-06-13,4.29,13.25,3.59
2383,2022-06-14,4.39,12.97,3.51
2383,2022-06-15,4.46,12.74,3.45
2383,2022-06-16,4.71,12.09,3.27
2383,2022-06-17,4.85,11.72,3.17
2383,2022-06-20,5.12,11.12,3.01
2383,2022-06-21,5.08,11.21,3.03
2383,2022-06-22,5.43,10.47,2.83
2383,2022-06-23,5.39,10.55,2.86
2383,2022-06-24,5.35,10.64,2.88
2383,2022-06-27,5.14,11.06,2.99
2383,2022-06-28,5.22,10.89,2.95
2383,2022-06-29,5.29,10.75,2.91
2383,2022-06-30,5.6,10.15,2.75
