stock_id,date,dividend_yield,pe_ratio,pb_ratio
2383,2020-05-04,4.6,11.93,2.95
2383,2020-05-05,4.55,12.07,2.99
2383,2020-05-06,4.48,12.25,3.03
2383,2020-05-07,4.36,12.57,3.11
2383,2020-05-08,4.17,13.16,3.26
2383,2020-05-11,4.11,13.35,3.31
2383,2020-05-12,4.17,13.16,3.26
2383,2020-05-13,4.12,13.3,3.29
2383,2020-05-14,4.26,12.89,3.19
2383,2020-05-15,4.17,13.16,3.26
2383,2020-05-18,4.48,12.25,3.03
2383,2020-05-19,4.44,12.34,3.06
2383,2020-05-20,4.43,12.39,3.07
2383,2020-05-21,4.08,13.44,3.33
2383,2020-05-22,4.2,13.07,3.24
2383,2020-05-25,4.05,13.53,3.35
2383,2020-05-26,3.92,13.99,3.46
2383,2020-05-27,3.95,13.89,3.44
2383,2020-05-28,4.05,13.53,3.35
2383,2020-05-29,4.07,13.48,3.34
