stock_id,date,margin_bal,short_bal
0050,2026-07-22,48893.0,278.0
0051,2026-07-22,3.0,0.0
0052,2026-07-22,11832.0,95.0
0053,2026-07-22,14.0,0.0
0055,2026-07-22,100.0,0.0
0056,2026-07-22,8853.0,19.0
0057,2026-07-22,0.0,0.0
0061,2026-07-22,15.0,0.0
006203,2026-07-22,0.0,0.0
006204,2026-07-22,0.0,0.0
006205,2026-07-22,75.0,1.0
006206,2026-07-22,8.0,0.0
006207,2026-07-22,2.0,0.0
006208,2026-07-22,399.0,1.0
00636,2026-07-22,147.0,0.0
00639,2026-07-22,475.0,8.0
00643,2026-07-22,898.0,0.0
00645,2026-07-22,20.0,0.0
00646,2026-07-22,74.0,2.0
00652,2026-07-22,47.0,0.0
00657,2026-07-22,0.0,0.0
00660,2026-07-22,0.0,0.0
00661,2026-07-22,10.0,0.0
00662,2026-07-22,1249.0,10.0
00668,2026-07-22,0.0,0.0
00678,2026-07-22,26.0,0.0
00690,2026-07-22,82.0,0.0
00692,2026-07-22,93.0,0.0
00700,2026-07-22,168.0,0.0
00701,2026-07-22,18.0,0.0
00702,2026-07-22,0.0,0.0
00703,2026-07-22,12.0,0.0
00709,2026-07-22,4.0,0.0
00712,2026-07-22,15501.0,11.0
00713,2026-07-22,160.0,0.0
00714,2026-07-22,31.0,0.0
00717,2026-07-22,0.0,0.0
00728,2026-07-22,2.0,0.0
00730,2026-07-22,4.0,0.0
00731,2026-07-22,2.0,0.0
00733,2026-07-22,46.0,0.0
00735,2026-07-22,3904.0,437.0
00736,2026-07-22,0.0,0.0
00737,2026-07-22,50.0,0.0
00739,2026-07-22,0.0,0.0
00752,2026-07-22,566.0,12.0
00757,2026-07-22,235.0,7.0
00762,2026-07-22,67.0,0.0
00770,2026-07-22,49.0,0.0
00771,2026-07-22,1.0,0.0
00783,2026-07-22,350.0,0.0
00830,2026-07-22,5058.0,723.0
00850,2026-07-22,14.0,0.0
00851,2026-07-22,2.0,0.0
00861,2026-07-22,28.0,0.0
00875,2026-07-22,0.0,0.0
00876,2026-07-22,14.0,0.0
00878,2026-07-22,2599.0,36.0
00881,2026-07-22,1266.0,4.0
00882,2026-07-22,3193.0,5.0
00885,2026-07-22,919.0,131.0
00891,2026-07-22,5511.0,38.0
