stock_id,date,margin_bal,short_bal
0050,2026-07-20,59230.0,0.0
0051,2026-07-20,3.0,0.0
0052,2026-07-20,12598.0,107.0
0053,2026-07-20,14.0,0.0
0055,2026-07-20,101.0,0.0
0056,2026-07-20,10604.0,0.0
0057,2026-07-20,0.0,0.0
0061,2026-07-20,15.0,0.0
006203,2026-07-20,0.0,0.0
006204,2026-07-20,0.0,0.0
006205,2026-07-20,79.0,1.0
006206,2026-07-20,10.0,0.0
006207,2026-07-20,2.0,0.0
006208,2026-07-20,422.0,0.0
00636,2026-07-20,149.0,0.0
00639,2026-07-20,492.0,7.0
00643,2026-07-20,948.0,0.0
00645,2026-07-20,20.0,0.0
00646,2026-07-20,74.0,2.0
00652,2026-07-20,48.0,0.0
00657,2026-07-20,11.0,0.0
00660,2026-07-20,0.0,0.0
00661,2026-07-20,70.0,0.0
00662,2026-07-20,1289.0,10.0
00668,2026-07-20,0.0,0.0
00678,2026-07-20,26.0,0.0
00690,2026-07-20,88.0,0.0
00692,2026-07-20,97.0,0.0
00700,2026-07-20,168.0,0.0
00701,2026-07-20,18.0,0.0
00702,2026-07-20,1.0,0.0
00703,2026-07-20,19.0,0.0
00709,2026-07-20,4.0,0.0
00712,2026-07-20,13582.0,13.0
00713,2026-07-20,156.0,0.0
00714,2026-07-20,2.0,0.0
00717,2026-07-20,0.0,0.0
00728,2026-07-20,2.0,0.0
00730,2026-07-20,6.0,0.0
00731,2026-07-20,2.0,0.0
00733,2026-07-20,127.0,0.0
00735,2026-07-20,3742.0,24.0
00736,2026-07-20,0.0,0.0
00737,2026-07-20,50.0,0.0
00739,2026-07-20,0.0,0.0
00752,2026-07-20,627.0,11.0
00757,2026-07-20,272.0,16.0
00762,2026-07-20,66.0,0.0
00770,2026-07-20,44.0,0.0
00771,2026-07-20,1.0,0.0
00783,2026-07-20,349.0,0.0
00830,2026-07-20,5322.0,626.0
00850,2026-07-20,14.0,0.0
00851,2026-07-20,2.0,0.0
00861,2026-07-20,28.0,0.0
00875,2026-07-20,1.0,0.0
00876,2026-07-20,17.0,0.0
00878,2026-07-20,2640.0,34.0
00881,2026-07-20,1435.0,4.0
00882,2026-07-20,3315.0,15.0
00885,2026-07-20,630.0,133.0
00891,2026-07-20,5136.0,34.0
00892,2026-07-20,2027.0,14.0
00893,2026-07-20,71.0,23.0
00894,2026-07-20,621.0,21.0
00895,2026-07-20,69.0,8.0
00896,2026-07-20,1627.0,0.0
00897,2026-07-20,281.0,0.0
00898,2026-07-20,120.0,0.0
00899,2026-07-20,65.0,0.0
00900,2026-07-20,390.0,3.0
00901,2026-07-20,3.0,0.0
00902,2026-07-20,2481.0,11.0
00903,2026-07-20,20.0,0.0
00904,2026-07-20,621.0,6.0
00905,2026-07-20,462.0,0.0
00907,2026-07-20,697.0,0.0
00908,2026-07-20,0.0,0.0
00909,2026-07-20,1091.0,22.0
00910,2026-07-20,2197.0,9.0
00911,2026-07-20,154.0,0.0
00912,2026-07-20,165.0,0.0
00913,2026-07-20,1348.0,9.0
00915,2026-07-20,37.0,0.0
00916,2026-07-20,660.0,0.0
00917,2026-07-20,83.0,0.0
00918,2026-07-20,4337.0,35.0
00919,2026-07-20,8074.0,115.0
00920,2026-07-20,28.0,0.0
00921,2026-07-20,1.0,0.0
00922,2026-07-20,1673.0,4.0
00923,2026-07-20,216.0,0.0
00924,2026-07-20,142.0,0.0
00926,2026-07-20,21.0,0.0
00927,2026-07-20,16609.0,20.0
00929,2026-07-20,6179.0,0.0
00930,2026-07-20,22.0,0.0
00932,2026-07-20,72.0,0.0
00934,2026-07-20,695.0,0.0
00935,2026-07-20,5615.0,79.0
00936,2026-07-20,15.0,0.0
00938,2026-07-20,7.0,0.0
00939,2026-07-20,170.0,0.0
00940,2026-07-20,1482.0,84.0
00941,2026-07-20,242.0,1.0
00943,2026-07-20,27.0,0.0
00944,2026-07-20,9.0,0.0
00946,2026-07-20,548.0,0.0
00947,2026-07-20,5187.0,12.0
00949,2026-07-20,78.0,0.0
00951,2026-07-20,1188.0,12.0
00952,2026-07-20,669.0,0.0
00954,2026-07-20,1557.0,2.0
00956,2026-07-20,78.0,0.0
00960,2026-07-20,71.0,0.0
00961,2026-07-20,2760.0,0.0
00962,2026-07-20,111.0,0.0
00963,2026-07-20,9.0,0.0
00964,2026-07-20,52.0,0.0
00965,2026-07-20,1703.0,41.0
00971,2026-07-20,15.0,0.0
00972,2026-07-20,2.0,0.0
009800,2026-07-20,1451.0,21.0
009801,2026-07-20,21.0,0.0
009802,2026-07-20,1077.0,2.0
009803,2026-07-20,437.0,10.0
009804,2026-07-20,1058.0,0.0
009805,2026-07-20,16077.0,0.0
009808,2026-07-20,44.0,0.0
009809,2026-07-20,5.0,0.0
009810,2026-07-20,2.0,0.0
009811,2026-07-20,74.0,35.0
009812,2026-07-20,4.0,0.0
009813,2026-07-20,77.0,0.0
009816,2026-07-20,35160.0,585.0
009817,2026-07-20,105.0,0.0
009818,2026-07-20,12.0,0.0
009819,2026-07-20,5342.0,60.0
009820,2026-07-20,2793.0,5.0
009821,2026-07-20,10435.0,1320.0
009824,2026-07-20,2660.0,0.0
1101,2026-07-20,34536.0,95.0
1102,2026-07-20,1330.0,0.0
1103,2026-07-20,4119.0,0.0
1104,2026-07-20,1584.0,0.0
1108,2026-07-20,451.0,44.0
1109,2026-07-20,276.0,0.0
1110,2026-07-20,2752.0,0.0
1201,2026-07-20,1505.0,0.0
1203,2026-07-20,3.0,0.0
1210,2026-07-20,567.0,6.0
1213,2026-07-20,0.0,0.0
1215,2026-07-20,414.0,2.0
1216,2026-07-20,488.0,8.0
1217,2026-07-20,941.0,3.0
1218,2026-07-20,1483.0,128.0
1219,2026-07-20,511.0,105.0
1220,2026-07-20,862.0,0.0
1225,2026-07-20,6933.0,10.0
1227,2026-07-20,933.0,0.0
1229,2026-07-20,3049.0,10.0
