stock_id,date,margin_bal,short_bal
0050,2026-07-17,18333.0,0.0
0051,2026-07-17,3.0,0.0
0052,2026-07-17,12344.0,63.0
0053,2026-07-17,14.0,0.0
0055,2026-07-17,107.0,0.0
0056,2026-07-17,9667.0,0.0
0057,2026-07-17,0.0,0.0
0061,2026-07-17,15.0,0.0
006203,2026-07-17,0.0,0.0
006204,2026-07-17,0.0,0.0
006205,2026-07-17,81.0,1.0
006206,2026-07-17,8.0,0.0
006207,2026-07-17,2.0,0.0
006208,2026-07-17,417.0,0.0
00636,2026-07-17,149.0,0.0
00639,2026-07-17,444.0,7.0
00643,2026-07-17,947.0,0.0
00645,2026-07-17,20.0,0.0
00646,2026-07-17,74.0,2.0
00652,2026-07-17,42.0,0.0
00657,2026-07-17,12.0,0.0
00660,2026-07-17,0.0,0.0
00661,2026-07-17,70.0,0.0
00662,2026-07-17,1291.0,10.0
00668,2026-07-17,0.0,0.0
00678,2026-07-17,23.0,0.0
00690,2026-07-17,81.0,0.0
00692,2026-07-17,95.0,0.0
00700,2026-07-17,172.0,0.0
00701,2026-07-17,18.0,0.0
00702,2026-07-17,1.0,0.0
00703,2026-07-17,12.0,0.0
00709,2026-07-17,3.0,0.0
00712,2026-07-17,13683.0,28.0
00713,2026-07-17,193.0,0.0
00714,2026-07-17,2.0,0.0
00717,2026-07-17,0.0,0.0
00728,2026-07-17,2.0,0.0
00730,2026-07-17,8.0,0.0
00731,2026-07-17,2.0,0.0
00733,2026-07-17,57.0,0.0
00735,2026-07-17,3767.0,31.0
00736,2026-07-17,0.0,0.0
00737,2026-07-17,50.0,0.0
00739,2026-07-17,0.0,0.0
00752,2026-07-17,620.0,11.0
00757,2026-07-17,276.0,16.0
00762,2026-07-17,63.0,0.0
00770,2026-07-17,44.0,0.0
00771,2026-07-17,1.0,0.0
00783,2026-07-17,349.0,0.0
00830,2026-07-17,5995.0,615.0
00850,2026-07-17,17.0,0.0
00851,2026-07-17,2.0,0.0
00861,2026-07-17,28.0,0.0
00875,2026-07-17,1.0,0.0
00876,2026-07-17,17.0,0.0
00878,2026-07-17,2565.0,34.0
00881,2026-07-17,1365.0,4.0
00882,2026-07-17,4210.0,4.0
00885,2026-07-17,598.0,133.0
00891,2026-07-17,5110.0,45.0
00892,2026-07-17,2246.0,8.0
00893,2026-07-17,71.0,23.0
00894,2026-07-17,627.0,20.0
00895,2026-07-17,68.0,8.0
00896,2026-07-17,1634.0,0.0
00897,2026-07-17,276.0,0.0
00898,2026-07-17,121.0,0.0
00899,2026-07-17,65.0,0.0
00900,2026-07-17,370.0,0.0
00901,2026-07-17,3.0,0.0
00902,2026-07-17,2506.0,12.0
00903,2026-07-17,20.0,0.0
00904,2026-07-17,627.0,5.0
00905,2026-07-17,451.0,0.0
00907,2026-07-17,692.0,0.0
00908,2026-07-17,0.0,0.0
00909,2026-07-17,1081.0,16.0
00910,2026-07-17,2169.0,8.0
00911,2026-07-17,156.0,0.0
00912,2026-07-17,165.0,0.0
00913,2026-07-17,1390.0,3.0
00915,2026-07-17,35.0,0.0
00916,2026-07-17,668.0,0.0
00917,2026-07-17,81.0,0.0
00918,2026-07-17,4372.0,20.0
00919,2026-07-17,8145.0,132.0
00920,2026-07-17,28.0,0.0
00921,2026-07-17,1.0,0.0
00922,2026-07-17,1677.0,4.0
00923,2026-07-17,209.0,0.0
00924,2026-07-17,119.0,0.0
00926,2026-07-17,21.0,0.0
00927,2026-07-17,17841.0,19.0
00929,2026-07-17,5511.0,0.0
00930,2026-07-17,22.0,0.0
00932,2026-07-17,72.0,0.0
00934,2026-07-17,700.0,0.0
00935,2026-07-17,5638.0,108.0
00936,2026-07-17,18.0,0.0
00938,2026-07-17,8.0,0.0
00939,2026-07-17,162.0,0.0
00940,2026-07-17,1458.0,129.0
00941,2026-07-17,244.0,1.0
00943,2026-07-17,27.0,0.0
00944,2026-07-17,9.0,0.0
00946,2026-07-17,549.0,0.0
00947,2026-07-17,5376.0,13.0
00949,2026-07-17,79.0,0.0
00951,2026-07-17,1258.0,10.0
00952,2026-07-17,610.0,0.0
00954,2026-07-17,1625.0,0.0
00956,2026-07-17,77.0,0.0
00960,2026-07-17,71.0,0.0
00961,2026-07-17,2791.0,0.0
00962,2026-07-17,146.0,0.0
