stock_id,date,open,high,low,close,volume,wave_label_realtime,label_basis_last_confirmed_date,mv_short,mv_mid,mv_long,mv_short_direction,mv_mid_direction,mv_long_direction,mv_bias,is_volume_burst,mv_mid_is_core_veto_line,mv_mid_veto_active,price_volume_divergence,wave3_tidal_burst
2454,2016-07-18,240.5,241.5,238.5,240.0,5042920,unknown,,,,,0,0,0,,False,True,False,False,False
2454,2016-07-19,241.0,241.0,238.0,240.0,4957338,unknown,,,,,0,0,0,,False,True,False,False,False
2454,2016-07-20,239.0,239.0,236.0,238.0,7437384,unknown,,,,,0,0,0,,False,True,False,False,False
2454,2016-07-21,239.5,240.5,234.5,235.5,8849986,unknown,,,,,0,0,0,,False,True,False,False,False
2454,2016-07-22,237.5,238.0,235.0,236.0,5210786,unknown,,6299682.8,,,0,0,0,,False,True,False,False,False
2454,2016-07-25,238.0,238.5,234.5,236.0,3319978,unknown,,5955094.4,,,-1,0,0,,False,True,False,False,False
2454,2016-07-26,235.5,241.0,234.0,241.0,8598895,unknown,,6683405.8,,,1,0,0,,False,True,False,False,False
2454,2016-07-27,246.0,246.0,239.0,240.0,14638549,unknown,2016-07-27,8123638.8,,,1,0,0,,False,True,False,False,False
2454,2016-07-28,240.0,244.0,238.0,244.0,6181657,unknown,2016-07-27,7589973.0,,,-1,0,0,,False,True,False,False,False
2454,2016-07-29,245.0,246.0,242.0,243.5,6496560,unknown,2016-07-27,7847127.8,,,1,0,0,,False,True,False,False,False
2454,2016-08-01,245.5,249.5,243.5,249.0,8144227,unknown,2016-07-27,8811977.6,,,1,0,0,,False,True,False,False,False
2454,2016-08-02,249.5,251.0,247.0,250.0,8945531,unknown,2016-07-27,8881304.8,,,1,0,0,,False,True,False,False,False
2454,2016-08-03,246.0,249.0,245.5,249.0,5679835,unknown,2016-07-27,7089562.0,7192588.153846154,,-1,0,0,,False,True,False,False,False
2454,2016-08-04,251.0,251.0,239.5,242.5,15110572,unknown,2016-07-27,8875345.0,7967022.923076923,,1,1,0,,False,True,False,False,False
2454,2016-08-05,242.5,249.0,242.5,249.0,8370929,unknown,2016-07-27,9250218.8,8229606.846153846,,1,1,0,,False,True,False,False,False
2454,2016-08-08,251.0,251.0,248.0,248.5,5774934,unknown,2016-07-27,8776360.2,8101726.076923077,,-1,-1,0,,False,True,True,False,False
2454,2016-08-09,249.5,250.0,248.0,250.0,3956039,unknown,2016-07-27,7778461.8,7725268.615384615,,-1,-1,0,,False,True,True,False,False
2454,2016-08-10,251.0,251.0,248.5,250.0,3071156,unknown,2016-07-27,7256726.0,7560681.692307692,,-1,-1,0,,False,True,True,False,False
