stock_id,date,open,high,low,close,volume,wave_label_realtime,label_basis_last_confirmed_date,mv_short,mv_mid,mv_long,mv_short_direction,mv_mid_direction,mv_long_direction,mv_bias,is_volume_burst,mv_mid_is_core_veto_line,mv_mid_veto_active,price_volume_divergence,wave3_tidal_burst
2891,2016-07-14,17.6,17.7,17.55,17.65,68410857,unknown,,,,,0,0,0,,False,True,False,False,False
2891,2016-07-15,17.65,17.9,17.6,17.9,65075928,unknown,,,,,0,0,0,,False,True,False,False,False
2891,2016-07-18,17.95,18.15,17.95,18.1,60020748,unknown,,,,,0,0,0,,False,True,False,False,False
2891,2016-07-19,18.15,18.25,18.0,18.25,57490467,unknown,,,,,0,0,0,,False,True,False,False,False
2891,2016-07-20,18.2,18.25,18.05,18.15,52642129,unknown,,60728025.8,,,0,0,0,,False,True,False,False,False
2891,2016-07-21,18.2,18.25,18.1,18.2,58216583,unknown,,58689171.0,,,-1,0,0,,False,True,False,False,False
2891,2016-07-22,18.2,18.2,18.0,18.1,53842776,unknown,,56442540.6,,,-1,0,0,,False,True,False,False,False
2891,2016-07-25,18.15,18.25,18.0,18.15,60114382,unknown,,56461267.4,,,1,0,0,,False,True,False,False,False
2891,2016-07-26,18.1,18.2,18.1,18.2,51828346,unknown,,55328843.2,,,-1,0,0,,False,True,False,False,False
2891,2016-07-27,18.2,18.3,18.2,18.3,81785268,unknown,,61157471.0,,,1,0,0,,False,True,False,False,False
2891,2016-07-28,18.3,18.45,18.25,18.4,130012590,unknown,2016-07-28,75516672.4,,,1,0,0,,False,True,False,False,False
2891,2016-07-29,17.75,17.8,17.6,17.6,95314318,unknown,2016-07-28,83810980.8,,,1,0,0,,False,True,False,False,False
2891,2016-08-01,17.65,17.75,17.55,17.65,43542564,unknown,2016-07-28,80496617.2,67561304.3076923,,-1,0,0,,False,True,False,False,False
2891,2016-08-02,17.6,17.7,17.45,17.65,31060856,2,2016-08-02,76343119.2,64688227.307692304,,-1,-1,0,,False,True,True,False,False
2891,2016-08-03,17.5,17.6,17.45,17.6,24953095,2,2016-08-02,64976684.6,61601855.538461536,,-1,-1,0,,False,True,True,False,False
2891,2016-08-04,17.6,17.6,17.4,17.6,43165448,2,2016-08-02,47607256.2,60305294.0,,-1,-1,0,,False,True,True,False,False
2891,2016-08-05,17.6,17.75,17.55,17.65,39055550,2,2016-08-02,36355502.6,58887223.461538464,,-1,-1,0,,False,True,True,False,False
2891,2016-08-08,17.65,17.75,17.6,17.7,39121805,2,2016-08-02,35471350.8,57847198.538461536,,-1,-1,0,,False,True,True,False,False
2891,2016-08-09,17.65,17.75,17.6,17.75,45395063,2,2016-08-02,38338192.2,56860927.76923077,,1,-1,0,,False,True,True,False,False
2891,2016-08-10,17.75,18.0,17.7,18.0,56367549,2,2016-08-02,44621083.0,57055141.07692308,57870816.1,1,1,0,-0.22895362451956158,False,True,False,False,False
2891,2016-08-11,18.1,18.1,17.8,17.9,58931323,2,2016-08-02,47774258.0,56964136.538461536,57396839.4,1,-1,-1,-0.1676500222066234,False,True,True,False,False
2891,2016-08-12,17.85,18.0,17.85,17.95,45985288,2,2016-08-02,49160205.6,56514670.538461536,56442307.4,1,-1,-1,-0.12901849933938025,False,True,True,False,False
2891,2016-08-15,18.0,18.2,17.9,18.2,39134857,2,2016-08-02,49162816.0,53233869.692307696,55398012.85,1,-1,-1,-0.11255271677132006,False,True,True,False,False
2891,2016-08-16,18.25,18.3,18.2,18.3,52113389,1,2016-08-16,50506481.2,47241623.461538464,55129158.95,1,-1,-1,-0.08385177350869055,False,True,True,False,False
2891,2016-08-17,18.3,18.4,18.25,18.35,49417507,1,2016-08-16,49116472.8,43711099.538461536,54967927.85,-1,-1,-1,-0.10645216727048235,False,True,True,False,False
2891,2016-08-18,18.45,19.7,18.45,19.25,216487858,1,2016-08-16,80627779.8,57014583.692307696,62881491.6,1,1,1,0.2822179905159883,True,True,False,False,False
2891,2016-08-19,19.4,19.7,18.9,18.9,183697533,1,2016-08-16,108170228.8,68755866.53846154,69374229.45,1,1,1,0.5592278236108033,True,True,False,False,False
2891,2016-08-22,18.8,18.8,18.4,18.6,68083422,2,2016-08-22,113959941.8,72073584.0,69772681.45,1,1,1,0.6333031701191698,True,True,False,False,False
2891,2016-08-23,18.6,18.7,18.45,18.45,41906805,2,2016-08-22,111918625.0,71976765.3076923,69276604.4,-1,-1,-1,0.6155327757374898,True,True,True,False,False
2891,2016-08-24,18.45,18.55,18.05,18.1,43837595,2,2016-08-22,110802642.6,72344614.92307693,67379220.75,-1,1,-1,0.6444631054893877,True,True,False,False,False
2891,2016-08-25,18.3,19.2,18.25,18.8,72437614,3,2016-08-25,81992593.8,74907369.46153846,64500471.95,-1,1,-1,0.2711937032578564,True,True,False,False,False
2891,2016-08-26,18.8,18.9,18.7,18.7,34485607,3,2016-08-25,52150208.6,74068180.53846154,61459036.4,-1,-1,-1,-0.1514639399715677,False,True,True,False,False
2891,2016-08-29,18.7,18.85,18.55,18.8,29004664,3,2016-08-25,44334457.0,71963343.23076923,60732141.4,-1,-1,-1,-0.27000010244987016,False,True,True,False,False
2891,2016-08-30,18.85,18.95,18.65,18.7,25963078,3,2016-08-25,41145711.6,69427324.38461539,60477252.5,-1,-1,-1,-0.3196497873311953,False,True,True,False,False
2891,2016-08-31,18.7,18.75,18.35,18.35,55132185,3,2016-08-25,43404629.6,70130931.84615384,61986207.0,1,1,1,-0.29976955034528885,False,True,False,False,False
2891,2016-09-01,18.35,18.4,18.05,18.25,36922170,unknown,2016-09-01,36301540.8,69960725.15384616,61674043.1,-1,-1,-1,-0.41139677285078147,False,True,True,False,False
2891,2016-09-02,18.25,18.55,18.2,18.45,23091881,unknown,2016-09-01,34022795.6,67728301.46153846,60875859.65,-1,-1,-1,-0.44111186608927,False,True,True,False,False
