stock_id,date,open,high,low,close,volume,wave_label_realtime,label_basis_last_confirmed_date,mv_short,mv_mid,mv_long,mv_short_direction,mv_mid_direction,mv_long_direction,mv_bias,is_volume_burst,mv_mid_is_core_veto_line,mv_mid_veto_active,price_volume_divergence,wave3_tidal_burst
3037,2016-07-18,13.85,14.1,13.8,14.0,5409156,unknown,,,,,0,0,0,,False,True,False,False,False
3037,2016-07-19,14.0,14.0,13.8,13.85,5171601,unknown,,,,,0,0,0,,False,True,False,False,False
3037,2016-07-20,13.8,14.0,13.8,13.95,3349721,unknown,,,,,0,0,0,,False,True,False,False,False
3037,2016-07-21,14.0,14.25,13.9,14.1,5432210,unknown,,,,,0,0,0,,False,True,False,False,False
3037,2016-07-22,14.15,14.2,13.95,14.0,3851318,unknown,,4642801.2,,,0,0,0,,False,True,False,False,False
3037,2016-07-25,14.1,14.25,14.0,14.1,2863554,unknown,,4133680.8,,,-1,0,0,,False,True,False,False,False
3037,2016-07-26,14.05,14.1,14.0,14.0,3857343,unknown,,3870829.2,,,-1,0,0,,False,True,False,False,False
3037,2016-07-27,14.1,14.15,14.0,14.05,5692753,unknown,,4339435.6,,,1,0,0,,False,True,False,False,False
3037,2016-07-28,13.85,13.9,13.6,13.6,6005593,unknown,,4454112.2,,,1,0,0,,False,True,False,False,False
3037,2016-07-29,13.55,13.65,13.3,13.6,7106217,unknown,2016-07-29,5105092.0,,,1,0,0,,False,True,False,False,False
3037,2016-08-01,13.5,13.6,13.4,13.5,5780224,unknown,2016-07-29,5688426.0,,,1,0,0,,False,True,False,False,False
3037,2016-08-02,13.5,13.5,13.2,13.2,7559637,unknown,2016-07-29,6428884.8,,,1,0,0,,False,True,False,False,False
3037,2016-08-03,13.15,13.25,13.0,13.05,9892913,unknown,2016-07-29,7268916.8,5536326.153846154,,1,0,0,,False,True,False,False,False
3037,2016-08-04,13.05,13.2,13.0,13.05,5707651,unknown,2016-07-29,7209328.4,5559287.307692308,,-1,1,0,,False,True,False,False,False
3037,2016-08-05,13.1,13.2,13.1,13.15,3933322,unknown,2016-07-29,6574749.4,5464035.076923077,,-1,-1,0,,False,True,True,False,False
3037,2016-08-08,13.2,13.25,13.1,13.1,2733422,unknown,2016-07-29,5965389.0,5416627.461538462,,-1,-1,0,,False,True,True,False,False
3037,2016-08-09,13.1,13.2,12.9,13.0,4448843,unknown,2016-07-29,5343230.2,5340983.846153846,,-1,-1,0,,False,True,True,False,False
3037,2016-08-10,13.0,13.05,12.8,12.85,5845225,unknown,2016-07-29,4533692.6,5494361.307692308,,-1,1,0,,False,True,False,False,False
3037,2016-08-11,12.8,12.9,12.75,12.85,3563084,unknown,2016-07-29,4104779.2,5548171.307692308,,-1,1,0,,False,True,False,False,False
3037,2016-08-12,12.9,13.0,12.8,13.0,3109923,unknown,2016-07-29,3940099.4,5490677.461538462,5065685.5,-1,-1,0,-0.22219818028576788,False,True,True,False,False
3037,2016-08-15,13.0,13.05,12.9,13.05,2428029,unknown,2016-07-29,3879020.8,5239544.846153846,4916629.15,-1,-1,-1,-0.21104059678774034,False,True,True,False,False
3037,2016-08-16,13.1,13.1,12.9,12.95,2750179,unknown,2016-07-29,3539288.0,4989128.384615385,4795558.05,-1,-1,-1,-0.26196535145685496,False,True,True,False,False
3037,2016-08-17,12.95,13.0,12.85,12.85,2319593,unknown,2016-07-29,2834161.6,4620926.538461538,4744051.65,-1,-1,-1,-0.402586268216536,False,True,True,False,False
3037,2016-08-18,12.9,13.35,12.85,13.1,7153121,unknown,2016-07-29,3552169.0,4726534.0,4830097.2,1,1,1,-0.264576083479231,False,True,False,False,False
3037,2016-08-19,13.2,13.25,13.0,13.05,2788723,unknown,2016-07-29,3487929.0,4359540.615384615,4776967.45,-1,-1,-1,-0.26984451191937686,False,True,True,False,False
3037,2016-08-22,13.05,13.05,12.9,12.9,1387017,unknown,2016-07-29,3279726.6,3705240.923076923,4703140.6,-1,-1,-1,-0.30265180675227943,False,True,True,False,False
3037,2016-08-23,13.0,13.2,13.0,13.05,2525222,unknown,2016-07-29,3234735.2,3460438.6923076925,4636534.55,-1,-1,-1,-0.30233773411652887,False,True,True,False,False
3037,2016-08-24,13.1,13.15,12.95,13.05,2429954,unknown,2016-07-29,3256807.4,3344795.0,4473394.6,1,-1,-1,-0.27196062694759815,False,True,True,False,False
3037,2016-08-25,13.1,13.2,13.05,13.2,2488612,unknown,2016-07-29,2323905.6,3325963.4615384615,4297545.55,-1,-1,-1,-0.4592481748099214,False,True,True,False,False
