stock_id,date,open,high,low,close,volume
2327,2016-07-14,53.3,53.4,52.9,53.3,217387
2327,2016-07-15,53.3,53.7,53.1,53.6,413864
2327,2016-07-18,53.6,54.0,53.1,53.3,569731
2327,2016-07-19,53.3,53.6,53.0,53.5,525727
2327,2016-07-20,53.5,53.7,53.0,53.1,519948
2327,2016-07-21,53.0,53.7,53.0,53.6,425454
2327,2016-07-22,53.6,54.0,53.5,54.0,563986
2327,2016-07-25,53.9,54.4,53.8,54.3,720271
2327,2016-07-26,53.8,54.0,53.6,53.6,677315
2327,2016-07-27,53.9,54.0,53.4,54.0,289123
2327,2016-07-28,54.0,54.0,53.6,54.0,402239
2327,2016-07-29,54.0,54.4,53.6,54.4,582271
2327,2016-08-01,54.4,54.4,53.8,54.0,713363
2327,2016-08-02,54.0,55.6,53.8,54.8,922229
2327,2016-08-15,67.5,70.8,66.7,67.6,1950050
2327,2016-08-16,67.6,67.6,66.0,67.5,801435
2327,2016-08-17,67.1,67.4,66.5,66.8,399140
2327,2016-08-18,67.3,67.4,66.2,66.6,399723
2327,2016-08-19,66.6,66.8,66.2,66.5,278738
2327,2016-08-22,66.5,67.7,66.5,67.4,265813
2327,2016-08-23,67.2,67.3,66.7,66.8,208607
2327,2016-08-24,67.0,67.1,66.6,66.8,159443
2327,2016-08-25,66.5,68.5,66.5,68.5,410052
2327,2016-08-26,68.4,68.7,67.8,68.2,349187
2327,2016-08-29,68.0,68.0,67.2,67.5,235470
2327,2016-08-30,67.5,67.5,67.1,67.5,125196
2327,2016-08-31,67.1,67.7,67.0,67.3,212304
2327,2016-09-01,67.0,67.3,66.8,66.8,156382
2327,2016-09-02,66.8,67.5,66.8,67.3,219517
2327,2016-09-05,66.8,67.3,66.8,66.8,111377
2327,2016-09-06,66.6,67.4,66.6,67.4,229921
2327,2016-09-07,67.2,67.2,66.6,66.6,508392
2327,2016-09-08,66.6,66.9,66.1,66.2,825446
2327,2016-09-09,66.2,66.3,64.8,64.8,656599
2327,2016-09-10,63.0,64.7,63.0,63.1,302298
2327,2016-09-12,64.8,64.8,62.8,62.8,773720
2327,2016-09-13,63.3,64.0,62.1,62.1,828769
2327,2016-09-14,62.3,63.0,61.4,63.0,779540
2327,2016-09-19,63.4,64.6,63.4,64.2,597973
2327,2016-09-20,63.5,64.3,63.5,63.6,404488
2327,2016-09-21,63.8,64.5,63.8,64.3,335096
2327,2016-09-22,64.3,65.4,64.2,65.4,440891
2327,2016-09-23,65.4,65.4,64.6,65.0,300911
2327,2016-09-26,65.0,65.0,64.0,64.1,1743737
2327,2016-09-29,64.1,65.2,64.1,65.1,367699
2327,2016-09-30,65.5,65.5,64.5,65.1,264278
2327,2016-10-03,65.4,65.5,65.0,65.3,281122
2327,2016-10-04,65.3,65.3,64.3,64.6,199085
2327,2016-10-05,64.6,64.9,64.4,64.6,71717
2327,2016-10-06,64.8,64.8,64.1,64.2,110356
2327,2016-10-07,64.8,64.8,63.9,64.2,108564
2327,2016-10-11,63.6,64.0,62.3,62.4,435520
2327,2016-10-12,62.5,63.0,62.2,63.0,308553
2327,2016-10-13,62.9,63.0,61.7,62.5,271425
2327,2016-10-14,62.5,62.5,61.8,62.0,146691
2327,2016-10-17,61.8,62.6,61.8,62.0,181506
2327,2016-10-18,62.0,62.4,61.7,62.0,129946
2327,2016-10-19,62.1,62.6,62.1,62.3,80949
2327,2016-10-20,62.3,63.7,62.0,63.2,252411
2327,2016-10-21,63.1,65.9,62.7,65.9,423561
2327,2016-10-24,64.5,64.7,63.9,64.1,326477
2327,2016-10-25,64.1,64.2,63.7,63.8,274850
2327,2016-10-26,63.7,64.0,63.7,63.8,114407
2327,2016-10-27,63.9,64.0,62.6,63.5,313390
2327,2016-10-28,63.4,63.4,62.1,62.3,312029
2327,2016-10-31,62.6,64.0,61.6,63.6,378857
2327,2016-11-01,63.5,63.5,62.3,62.5,234597
2327,2016-11-02,63.0,63.0,61.8,61.9,255085
2327,2016-11-03,62.0,62.5,61.1,61.6,275466
2327,2016-11-04,61.6,62.5,61.6,62.1,39930
2327,2016-11-07,62.1,62.5,62.1,62.3,121317
2327,2016-11-08,62.5,62.5,61.9,62.0,128661
2327,2016-11-09,62.0,62.0,59.0,59.8,326979
2327,2016-11-10,59.8,61.4,59.8,61.0,204805
2327,2016-11-11,60.5,60.6,59.4,59.4,209202
2327,2016-11-14,60.1,60.1,59.3,59.7,190615
2327,2016-11-15,59.7,60.0,59.2,59.6,330600
2327,2016-11-16,59.6,59.8,58.7,58.7,584997
2327,2016-11-17,59.1,59.4,58.2,58.6,292846
2327,2016-11-18,58.6,59.3,58.5,58.7,345439
2327,2016-11-21,58.8,58.8,57.8,58.6,593119
2327,2016-11-22,58.8,59.4,58.7,59.1,499365
2327,2016-11-23,59.2,60.4,59.2,59.5,455586
