stock_id,date,inst_net,trust_net,foreign_net
6770,2026-07-15,56858967.0,-12000.0,
0050,2026-07-15,44966622.0,4925000.0,
009820,2026-07-15,30778881.0,0.0,
00712,2026-07-15,26694199.0,0.0,
1402,2026-07-15,23119124.0,1974155.0,
2313,2026-07-15,21798462.0,2390000.0,
2618,2026-07-15,20779643.0,-2955009.0,
2892,2026-07-15,17895164.0,-227545.0,
2344,2026-07-15,15628045.0,1441401.0,
2337,2026-07-15,15283824.0,2675000.0,
2353,2026-07-15,14737027.0,-46522.0,
6505,2026-07-15,14609255.0,1926743.0,
2408,2026-07-15,12765351.0,5422340.0,
2883,2026-07-15,12749608.0,-8705929.0,
009824,2026-07-15,11948714.0,0.0,
2027,2026-07-15,11852066.0,1268673.0,
1101,2026-07-15,11358923.0,-80000.0,
2609,2026-07-15,11305095.0,-43201.0,
053602,2026-07-15,11252000.0,0.0,
8150,2026-07-15,11024361.0,-7000.0,
2603,2026-07-15,10964320.0,-644754.0,
00940,2026-07-15,10192549.0,0.0,
2890,2026-07-15,9216686.0,-994554.0,
5880,2026-07-15,8971523.0,-710962.0,
2002,2026-07-15,8848780.0,-7000.0,
00918,2026-07-15,8544072.0,0.0,
0056,2026-07-15,8543593.0,0.0,
2634,2026-07-15,8212596.0,3000.0,
3576,2026-07-15,8125928.0,0.0,
2845,2026-07-15,7861215.0,-51000.0,
1301,2026-07-15,7790546.0,-2000.0,
1504,2026-07-15,7591930.0,94342.0,
00878,2026-07-15,7585730.0,0.0,
2881,2026-07-15,7514057.0,-876472.0,
1605,2026-07-15,7504091.0,-1861.0,
3033,2026-07-15,7495023.0,0.0,
00919,2026-07-15,7038797.0,0.0,
2312,2026-07-15,6760757.0,-100000.0,
2610,2026-07-15,6677438.0,-14862450.0,
2317,2026-07-15,6392700.0,-889920.0,
2867,2026-07-15,6317900.0,0.0,
3006,2026-07-15,6165833.0,-4000.0,
2303,2026-07-15,5805018.0,3027423.0,
3711,2026-07-15,5722551.0,1065788.0,
9105,2026-07-15,5529001.0,0.0,
5388,2026-07-15,5460080.0,0.0,
