stock_id,eps,op_income,net_income,revenue,gross_profit,year,season
2801,1.51,,,,,2025,4
2812,1.53,,,,,2025,4
2820,1.34,,,,,2025,4
2834,1.26,,,,,2025,4
2836,0.68,,,,,2025,4
2838,1.29,,,,,2025,4
2845,0.93,,,,,2025,4
2849,0.79,,,,,2025,4
2897,0.61,,,,,2025,4
5876,3.06,,,,,2025,4
2855,3.0,3580117.0,4825778.0,,,2025,4
6005,2.64,4420146.0,6326123.0,,,2025,4
6024,5.48,-183887.0,1330521.0,,,2025,4
1101,-1.6,10077592.0,-11862586.0,149804135.0,27557589.0,2025,4
1102,3.0,8406187.0,10215115.0,71038529.0,11238901.0,2025,4
1103,0.84,-80193.0,566896.0,3015357.0,487407.0,2025,4
1104,2.56,1218421.0,1802094.0,7920216.0,1839335.0,2025,4
1108,2.18,1111330.0,880657.0,4450870.0,851444.0,2025,4
1109,1.03,423144.0,382272.0,4431539.0,708434.0,2025,4
1110,0.36,241897.0,228562.0,2851556.0,428461.0,2025,4
1201,0.4,366119.0,204115.0,21842084.0,5931028.0,2025,4
1203,1.81,935121.0,689531.0,5654961.0,1963908.0,2025,4
1210,4.33,4760814.0,4286901.0,101221775.0,14863369.0,2025,4
1213,-0.85,-48103.0,-48380.0,297365.0,-7403.0,2025,4
1215,10.39,3752534.0,3076657.0,28431622.0,6038766.0,2025,4
1216,3.45,34871359.0,31217531.0,672863578.0,222580235.0,2025,4
1217,0.42,74257.0,219439.0,5035400.0,1392266.0,2025,4
1218,1.59,419776.0,777476.0,10114639.0,1778756.0,2025,4
1219,0.45,3303.0,-544.0,14381994.0,1226848.0,2025,4
1220,0.08,33665.0,43228.0,3328123.0,349948.0,2025,4
1225,1.62,526870.0,471196.0,12054917.0,1169753.0,2025,4
1227,1.33,1315245.0,1233136.0,27872203.0,6859207.0,2025,4
1229,2.57,2046865.0,5577523.0,13583582.0,3407376.0,2025,4
1231,3.81,1140353.0,1138582.0,12867131.0,2629590.0,2025,4
1232,8.25,1689740.0,1381702.0,21513071.0,2892017.0,2025,4
1233,0.75,70720.0,67730.0,2160758.0,1291274.0,2025,4
1234,2.0,416228.0,804346.0,9510093.0,2765521.0,2025,4
1235,-0.03,4876.0,-92766.0,175778.0,48260.0,2025,4
1236,-0.43,-42660.0,-36925.0,1813512.0,459504.0,2025,4
1256,11.19,491345.0,382610.0,4119789.0,1142154.0,2025,4
1301,-1.58,-7505483.0,-10048659.0,175411403.0,5603311.0,2025,4
1303,0.57,3703579.0,5065640.0,259911744.0,21587080.0,2025,4
1304,-2.6,-2651634.0,-6405280.0,44167999.0,1347653.0,2025,4
1305,-1.58,-1259942.0,-982229.0,9220952.0,-349915.0,2025,4
1307,2.85,1542289.0,1132305.0,10814943.0,3422103.0,2025,4
1308,-1.76,3074.0,-1044503.0,5743172.0,249334.0,2025,4
1309,-1.07,-423675.0,-427371.0,14485681.0,592053.0,2025,4
1310,-1.37,-722318.0,-723550.0,8673776.0,-542285.0,2025,4
1312,-3.97,-4043676.0,-4568176.0,22614027.0,-1564365.0,2025,4
1313,-1.17,-1452758.0,-1553533.0,58766228.0,1184382.0,2025,4
1314,-0.78,-3567254.0,-2742221.0,19217032.0,-1839312.0,2025,4
1315,1.55,-26070.0,150930.0,2282534.0,331432.0,2025,4
1316,-0.52,322914.0,761918.0,4404254.0,1716133.0,2025,4
1319,6.43,4602192.0,3902579.0,25094263.0,8427374.0,2025,4
1321,-1.25,-133017.0,-275549.0,3594886.0,259339.0,2025,4
1323,0.26,-3022.0,23586.0,2013614.0,268225.0,2025,4
1324,-0.82,-64661.0,-61280.0,733979.0,100589.0,2025,4
1325,-0.7,-94444.0,-63033.0,290905.0,-51872.0,2025,4
1326,-0.99,-4043825.0,-5770784.0,287033924.0,9326951.0,2025,4
1337,-1.74,-401181.0,-466886.0,663541.0,-123174.0,2025,4
1338,-2.24,-43480.0,-165071.0,5231666.0,1230222.0,2025,4
1339,2.41,271800.0,170347.0,1661178.0,575360.0,2025,4
1340,-2.61,-141638.0,-360989.0,42394.0,-36485.0,2025,4
1341,3.71,281309.0,196043.0,2567242.0,584021.0,2025,4
1342,5.62,528794.0,442789.0,2860851.0,771505.0,2025,4
1402,1.55,18339064.0,16908445.0,254055993.0,51785371.0,2025,4
1410,0.58,-5995.0,29288.0,189008.0,55682.0,2025,4
1413,0.45,65010.0,59925.0,2118976.0,111937.0,2025,4
1414,0.19,-15892.0,42196.0,468036.0,61519.0,2025,4
1416,0.81,-2621.0,164789.0,360152.0,131003.0,2025,4
1417,0.62,-15295.0,117245.0,403828.0,216218.0,2025,4
1418,-1.29,-74812.0,-69941.0,5329.0,4103.0,2025,4
1419,4.11,434532.0,1229995.0,4733193.0,1257706.0,2025,4
1423,4.36,-65419.0,433968.0,85388.0,-11562.0,2025,4
1432,6.03,-106488.0,621890.0,1338249.0,555321.0,2025,4
1434,0.51,741711.0,865250.0,27543789.0,3080805.0,2025,4
1435,-0.41,-60467.0,-57777.0,5982.0,3870.0,2025,4
1436,5.39,1439610.0,966143.0,3890912.0,1953578.0,2025,4
1437,2.41,409398.0,489750.0,926710.0,505113.0,2025,4
1438,1.74,300745.0,194020.0,1259124.0,378032.0,2025,4
1439,3.21,121825.0,341016.0,813096.0,217256.0,2025,4
1440,-0.15,-594052.0,-195407.0,14420713.0,1055439.0,2025,4
1441,-0.45,-50238.0,-31815.0,1515005.0,100204.0,2025,4
1442,3.03,1290333.0,1107898.0,3330041.0,1629382.0,2025,4
1443,1.13,337719.0,154824.0,980355.0,475960.0,2025,4
1444,-0.78,-382189.0,-890759.0,7113054.0,181013.0,2025,4
1445,-0.87,-94054.0,-113222.0,770092.0,87001.0,2025,4
1446,1.62,326534.0,223570.0,1019741.0,462780.0,2025,4
1447,-0.97,-497749.0,-837368.0,27859035.0,199508.0,2025,4
1449,0.12,-297374.0,182059.0,2665560.0,248383.0,2025,4
1451,1.76,112351.0,349071.0,6261211.0,720949.0,2025,4
1452,-0.41,-67340.0,-55026.0,1356156.0,26030.0,2025,4
1453,0.04,-35453.0,4666.0,1475.0,4201.0,2025,4
1454,-1.12,-128415.0,-136994.0,1537001.0,30137.0,2025,4
1455,-0.99,-451381.0,-524473.0,6202347.0,-125540.0,2025,4
1456,3.41,648538.0,319372.0,828991.0,322872.0,2025,4
1457,1.18,599243.0,416628.0,2978059.0,287687.0,2025,4
1459,0.81,53450.0,438402.0,1100978.0,142398.0,2025,4
1460,-0.27,-72808.0,-179007.0,7488287.0,1120692.0,2025,4
1463,0.13,-4341.0,49607.0,796486.0,87352.0,2025,4
1464,0.35,362221.0,55552.0,12574863.0,2430223.0,2025,4
1465,-0.33,-69241.0,-33734.0,357635.0,-12540.0,2025,4
1466,-1.07,-89377.0,-116748.0,2604465.0,175644.0,2025,4
1467,-0.45,-2192.0,-119786.0,5149512.0,988615.0,2025,4
1468,0.21,-2275.0,27704.0,827412.0,106014.0,2025,4
1470,0.78,83522.0,67265.0,803710.0,194404.0,2025,4
1471,0.03,-95792.0,5023.0,182641.0,15573.0,2025,4
1472,6.4,375584.0,335975.0,3643138.0,513486.0,2025,4
1473,0.57,90293.0,83428.0,6677661.0,1046745.0,2025,4
1474,0.34,3597.0,41380.0,2916486.0,330338.0,2025,4
1475,2.72,249102.0,179783.0,1470396.0,326775.0,2025,4
1476,20.1,7091920.0,5514937.0,37989751.0,10881600.0,2025,4
1477,14.65,4680502.0,3669397.0,34428057.0,8563818.0,2025,4
1503,6.27,4299186.0,3377627.0,37177945.0,7767878.0,2025,4
1504,2.42,5287546.0,5625176.0,59093897.0,14079134.0,2025,4
1506,0.06,-991.0,19139.0,1071595.0,175038.0,2025,4
1512,0.19,-27399.0,18577.0,1149526.0,368842.0,2025,4
1513,8.07,4976856.0,3990342.0,27449025.0,7067749.0,2025,4
1514,3.3,1068484.0,907206.0,10570657.0,1980856.0,2025,4
1515,0.97,-20483.0,173956.0,5419291.0,689949.0,2025,4
1516,0.04,-11949.0,1799.0,78814.0,4603.0,2025,4
1517,-0.69,-329252.0,-138253.0,2023299.0,64139.0,2025,4
1519,13.99,5227156.0,4367128.0,24423057.0,9885318.0,2025,4
1521,0.87,106911.0,66409.0,3629959.0,590846.0,2025,4
1522,1.72,1199662.0,649844.0,24418564.0,5340798.0,2025,4
1524,1.95,425710.0,323083.0,2630111.0,733099.0,2025,4
1525,3.21,41173.0,235771.0,1245660.0,184168.0,2025,4
1526,-0.11,-51544.0,-6630.0,771039.0,167924.0,2025,4
