stock_id,eps,op_income,net_income,revenue,gross_profit,year,season
2801,1.2,,,,,2025,3
2812,1.13,,,,,2025,3
2820,1.05,,,,,2025,3
2834,1.01,,,,,2025,3
2836,0.49,,,,,2025,3
2838,0.91,,,,,2025,3
2845,0.7,,,,,2025,3
2849,0.58,,,,,2025,3
2897,0.53,,,,,2025,3
5876,2.56,,,,,2025,3
2855,1.67,1885972.0,2682594.0,,,2025,3
6005,1.87,3179564.0,4478927.0,,,2025,3
6024,4.0,16697.0,961290.0,,,2025,3
1101,-1.28,8555982.0,-10286629.0,109377581.0,20084535.0,2025,3
1102,2.42,6608114.0,8354409.0,53149015.0,8731242.0,2025,3
1103,0.73,-37631.0,492849.0,2244681.0,362360.0,2025,3
1104,1.8,812429.0,1271031.0,5783017.0,1217076.0,2025,3
1108,2.02,1039062.0,815944.0,3425383.0,710380.0,2025,3
1109,0.8,332184.0,305045.0,3312269.0,544828.0,2025,3
1110,0.29,189994.0,195716.0,2142289.0,320066.0,2025,3
1201,0.43,373072.0,216608.0,16717790.0,4559517.0,2025,3
1203,1.28,746280.0,520326.0,4337935.0,1521927.0,2025,3
1210,2.67,3422908.0,2702423.0,75015426.0,10818709.0,2025,3
1213,-0.65,-34205.0,-36849.0,226784.0,-4808.0,2025,3
1215,7.94,2840755.0,2348079.0,20852147.0,4504533.0,2025,3
1216,2.93,30786598.0,26254178.0,515163655.0,172538646.0,2025,3
1217,0.31,108895.0,163642.0,4032264.0,1114138.0,2025,3
1218,1.07,357996.0,520275.0,7732301.0,1386025.0,2025,3
1219,0.25,-38302.0,-34601.0,10596846.0,861436.0,2025,3
1220,0.13,37597.0,42814.0,2405232.0,274652.0,2025,3
1225,1.12,362645.0,323052.0,8999764.0,841495.0,2025,3
1227,0.94,1006602.0,869604.0,20336366.0,5111884.0,2025,3
1229,2.0,1620041.0,4378391.0,9763221.0,2600510.0,2025,3
1231,2.24,724729.0,668461.0,9486468.0,1880655.0,2025,3
1232,5.84,1203365.0,981257.0,15836433.0,2084366.0,2025,3
1233,0.55,53632.0,49643.0,1599940.0,953391.0,2025,3
1234,1.57,296773.0,631629.0,7308375.0,2114241.0,2025,3
1235,0.59,4924.0,18804.0,119659.0,33004.0,2025,3
1236,-0.23,-22680.0,-19677.0,1378074.0,351662.0,2025,3
1256,9.32,435814.0,315537.0,3241472.0,926020.0,2025,3
1301,-1.13,-5138961.0,-7177387.0,134307258.0,4624168.0,2025,3
1303,-0.05,2374369.0,-237090.0,195445091.0,15622744.0,2025,3
1304,-1.85,-2223916.0,-4488177.0,34227460.0,817309.0,2025,3
1305,-1.34,-1071301.0,-834145.0,7385398.0,-361850.0,2025,3
1307,2.01,1192083.0,798718.0,8251584.0,2602746.0,2025,3
1308,-1.16,-28676.0,-685986.0,4340671.0,157873.0,2025,3
1309,-0.93,-302168.0,-370840.0,11474808.0,493355.0,2025,3
1310,-0.94,-546385.0,-496860.0,6960168.0,-415953.0,2025,3
1312,-2.86,-2996910.0,-3259201.0,15848483.0,-1193220.0,2025,3
1313,-0.56,-939457.0,-743756.0,44121423.0,952187.0,2025,3
1314,-0.75,-2436286.0,-2626528.0,15851243.0,-1105749.0,2025,3
1315,0.99,-45895.0,97528.0,1748417.0,227033.0,2025,3
1316,-0.74,352402.0,-20081.0,2821272.0,1230972.0,2025,3
1319,4.36,3426436.0,2656525.0,18586567.0,6235817.0,2025,3
1321,-0.74,-68198.0,-162420.0,2742892.0,200016.0,2025,3
1323,0.06,-9118.0,5303.0,1525301.0,194552.0,2025,3
1324,-0.66,-50462.0,-49892.0,552240.0,80113.0,2025,3
1325,-0.65,-68408.0,-57553.0,227957.0,-34390.0,2025,3
1326,-0.94,-3181371.0,-5422381.0,222032935.0,6697239.0,2025,3
1337,-1.24,-295652.0,-332274.0,502010.0,-91338.0,2025,3
1338,-2.0,-26524.0,-145455.0,3884458.0,923627.0,2025,3
1339,1.12,222887.0,76503.0,1289672.0,450305.0,2025,3
1340,-0.95,-103839.0,-109792.0,32737.0,-24997.0,2025,3
1341,2.32,193604.0,122837.0,1878778.0,422681.0,2025,3
1342,4.02,388776.0,316503.0,2099531.0,572572.0,2025,3
1402,1.08,13739879.0,12089218.0,185299985.0,38622052.0,2025,3
1410,0.41,-8058.0,19130.0,142707.0,40915.0,2025,3
1413,0.43,63977.0,56344.0,1662012.0,100416.0,2025,3
1414,0.12,-12009.0,25949.0,358862.0,44320.0,2025,3
1416,0.65,-12426.0,127995.0,249114.0,83127.0,2025,3
1417,0.18,-43354.0,33859.0,237471.0,124603.0,2025,3
1418,-2.24,-57690.0,-121481.0,3602.0,499.0,2025,3
1419,3.37,273387.0,1009439.0,3253891.0,856022.0,2025,3
1423,4.06,-53615.0,404565.0,67241.0,-8704.0,2025,3
1432,-0.36,-17048.0,-49399.0,1026616.0,446788.0,2025,3
1434,0.29,645025.0,484524.0,21439086.0,2425797.0,2025,3
1435,-0.26,-39112.0,-35838.0,4486.0,2902.0,2025,3
1436,6.01,1487241.0,1050022.0,3692164.0,1848563.0,2025,3
